ID,transaction_count,credit_count,debit_count,net_count,debit_amount,credit_amount,amount_moved,CAT_Animais de estimação,CAT_Cabeleireiro e Barbeiro,CAT_Cafés e Pastelarias,CAT_Carro e Transportes,CAT_Casa,CAT_Combustível,CAT_Compras e Serviços,CAT_Diversos,CAT_Educação,CAT_Empréstimos e Rendas,CAT_Hobbies,CAT_Investimentos e Poupanças,CAT_Lazer e Viagens,CAT_Levantamentos,CAT_Não categorizadas,CAT_Ordenado e Subsídios,CAT_Outros Rendimentos,CAT_Restaurantes e Bares,CAT_Saúde e Bem estar,CAT_Seguros,CAT_Subscrições,CAT_Supermercado,CAT_Taxas e Impostos,CAT_Tecnologia,CAT_Telecomunicações,CAT_Vestuário e Calçado,"CAT_Água, luz e gás",target
608,354,46,308,-262,81901.79,87968.83,169870.62,0,0,0,2,3,9,60,11,0,5,0,0,0,24,52,5,36,12,9,2,0,41,49,1,18,1,14,0
609,997,425,572,-147,750814.44,1075414.22,1826228.6600000001,0,0,0,14,3,13,10,175,0,0,0,3,0,36,196,16,391,9,11,2,0,27,36,0,8,13,34,1
610,1647,1349,298,1051,3969664.5599999996,3792024.91,7761689.469999999,0,0,0,7,0,8,7,41,0,1,0,0,0,0,177,7,1319,0,0,1,0,0,71,0,3,0,5,0
611,297,5,292,-287,16445.63,10198.62,26644.25,0,0,9,17,1,3,16,25,0,0,1,0,1,0,16,0,5,114,16,5,0,54,2,1,4,7,0,1
612,200,12,188,-176,72252.70999999999,63537.28,135789.99,0,1,6,0,0,0,10,6,0,0,1,2,2,5,19,4,6,69,13,0,0,6,35,0,3,3,9,1
613,91,12,79,-67,5020.37,4283.72,9304.09,0,0,0,0,0,7,6,1,0,0,0,0,0,16,8,4,4,3,15,1,0,16,7,0,0,3,0,1
614,365,45,320,-275,11796.189999999999,14262.500000000002,26058.69,0,0,5,13,5,13,19,7,0,0,1,0,0,25,53,8,21,68,17,8,0,75,10,0,4,4,9,0
616,265,43,222,-179,21312.329999999998,22010.86,43323.189999999995,1,1,0,15,3,14,7,22,0,0,0,0,0,9,52,7,34,25,1,3,0,14,29,0,8,5,15,0
617,279,62,217,-155,11651.099999999999,11655.29,23306.39,5,1,0,0,2,16,14,14,0,0,1,13,0,3,66,4,53,15,7,4,0,20,22,1,4,7,7,1
618,343,21,322,-301,14112.809999999998,12830.9,26943.71,5,3,14,19,1,3,11,15,1,0,1,0,0,22,33,4,9,72,2,5,0,63,36,1,17,4,2,0
619,752,123,629,-506,4066086.98,4045769.89,8111856.870000001,0,0,0,7,1,17,20,41,0,12,5,2,1,44,234,12,113,12,15,2,0,85,71,1,25,16,16,0
620,196,18,178,-160,38247.630000000005,9759.67,48007.30000000001,0,0,2,17,1,1,16,6,0,4,0,0,2,5,30,5,10,31,13,1,0,41,7,0,0,0,4,1
621,220,19,201,-182,7867.2,8029.9,15897.099999999999,0,0,0,1,9,8,19,31,0,8,0,0,0,13,43,4,13,3,4,27,0,9,24,0,1,1,2,1
622,135,19,116,-97,4873.15,3875.2999999999997,8748.449999999999,0,0,0,0,0,6,6,3,0,0,1,1,0,7,42,3,13,4,3,0,0,23,8,1,12,2,0,1
623,102,13,89,-76,7156.960000000001,11208.64,18365.600000000002,0,0,0,7,0,4,5,7,0,0,0,0,0,4,23,0,8,12,7,1,0,6,11,1,6,0,0,1
625,440,33,407,-374,839651.7399999999,807060.1499999999,1646711.89,0,0,0,49,0,22,18,33,1,7,0,1,0,2,167,5,32,31,0,2,0,3,45,0,5,0,17,1
626,288,89,199,-110,66323.04999999999,77573.87,143896.92,0,0,0,0,3,3,6,13,0,5,0,0,0,5,77,0,88,0,7,9,0,19,37,7,5,2,2,1
627,281,45,236,-191,13197.53,21081.870000000003,34279.399999999994,0,0,0,32,2,0,13,6,0,4,0,2,0,1,46,12,32,13,5,14,2,28,40,0,4,7,18,0
628,390,112,278,-166,105895.23,108121.52,214016.75,0,0,0,37,3,11,18,14,0,0,1,8,0,8,68,7,101,22,6,9,0,28,27,4,8,1,9,0
630,46,8,38,-30,1248.19,1400.0,2648.189999999999,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,10,0,12,0,16,0
631,465,73,392,-319,79029.86,79566.70999999999,158596.57,0,0,0,22,4,8,22,11,0,0,0,0,0,39,94,8,55,13,48,17,0,72,27,0,9,8,8,0
632,57,9,48,-39,34753.95,41131.08,75885.03,0,0,0,0,0,0,8,6,0,0,0,0,0,0,4,0,9,0,0,5,0,0,10,0,5,0,10,0
633,151,11,140,-129,5972.450000000001,6051.13,12023.579999999998,0,0,0,3,4,17,8,3,0,0,0,0,0,23,30,4,3,1,11,0,0,34,6,1,0,3,0,1
636,198,34,164,-130,12689.430000000002,10713.009999999998,23402.440000000002,1,0,0,8,1,9,2,20,2,4,0,4,0,28,38,4,29,3,4,8,0,16,11,0,1,1,4,1
637,197,12,185,-173,4831.68,5432.530000000001,10264.21,0,1,3,2,1,0,7,4,5,0,1,0,0,9,36,4,6,55,6,0,0,28,2,0,7,11,9,1
638,381,40,341,-301,30374.45,32579.15,62953.6,2,0,0,11,11,43,15,2,2,0,0,1,0,64,40,3,20,40,9,9,0,32,61,0,6,2,8,1
639,82,5,77,-72,2541.4,1931.54,4472.94,0,0,0,5,1,17,0,1,0,0,0,0,0,0,0,0,5,5,3,4,0,38,2,0,0,1,0,1
640,8,2,6,-4,5062.0,5000.13,10062.130000000001,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0
641,46,32,14,18,1168.2799999999997,1582.0,2750.2799999999997,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,32,0,0,1,0,0,8,0,0,0,4,0
642,189,21,168,-147,11380.58,10394.29,21774.870000000003,0,0,0,0,1,21,10,5,1,12,0,0,0,5,9,4,12,2,9,16,0,56,19,0,4,3,0,1
643,18,6,12,-6,21.12,19.009999999999998,40.13000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0
644,231,17,214,-197,10132.820000000002,5604.009999999999,15736.83,3,3,5,11,2,1,23,10,2,4,1,0,0,8,62,4,10,7,10,12,2,25,12,0,4,2,8,0
645,13915,9415,4500,4915,3252248.18,4115988.1100000003,7368236.289999999,0,0,0,4,15,0,1,62,0,11,0,0,2,3,4063,4,9516,0,8,0,1,11,117,0,8,0,89,0
646,13,3,10,-7,13274.32,15556.89,28831.209999999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,8,0,0,0,0,0,0,0,0
647,202,40,162,-122,37501.55,28215.36,65716.91,0,0,0,0,0,4,5,0,0,4,0,58,0,0,65,4,33,0,2,8,0,1,5,5,8,0,0,0
648,200,28,172,-144,19997.04,17312.37,37309.409999999996,0,0,0,35,1,7,0,0,0,0,0,3,1,50,30,4,10,19,0,4,0,4,24,0,7,1,0,0
649,83,9,74,-65,6683.59,7439.380000000001,14122.97,0,0,0,2,0,7,7,0,0,4,0,0,0,9,6,0,9,0,2,7,0,11,11,0,4,0,4,0
650,406,100,306,-206,118114.62,119017.28000000001,237131.90000000002,3,1,0,5,2,2,16,16,0,0,0,8,1,4,173,0,87,26,7,5,0,19,20,0,4,7,0,0
651,457,63,394,-331,81170.37999999998,41647.64,122818.01999999999,2,0,0,13,3,18,18,11,5,10,0,0,4,18,107,10,50,17,16,7,0,64,52,1,12,2,17,0
652,243,13,230,-217,43443.350000000006,65926.35,109369.7,0,0,0,47,0,17,4,0,4,0,0,0,0,20,26,5,1,26,6,4,0,76,6,1,0,0,0,1
654,136,25,111,-86,35285.01,35176.53,70461.54,5,0,1,10,0,0,7,8,0,0,0,0,0,2,47,2,18,2,2,0,0,7,17,2,6,0,0,1
655,230,58,172,-114,7366.990000000001,8822.01,16189.0,0,0,0,8,1,11,5,5,2,0,0,0,0,1,27,7,50,6,9,8,0,62,5,4,8,5,6,0
656,348,53,295,-242,80446.77000000002,310922.89999999997,391369.67000000004,0,0,0,4,0,27,8,21,0,0,1,3,1,18,54,3,49,53,5,2,0,22,50,1,5,2,19,1
657,190,30,160,-130,10754.11,11819.95,22574.059999999998,0,0,0,12,2,7,2,2,0,2,3,0,1,13,48,3,24,25,12,0,0,6,12,1,7,0,8,0
658,212,8,204,-196,76193.04000000001,51175.72,127368.76,0,0,0,22,3,23,7,4,0,0,0,0,1,17,28,0,7,29,9,4,0,32,16,1,4,3,2,0
659,407,45,362,-317,11172.37,11192.93,22365.3,0,0,0,50,2,10,38,11,0,12,0,0,0,18,62,5,40,82,8,24,0,4,41,0,0,0,0,0
660,234,42,192,-150,11914.23,11954.800000000003,23869.03,0,2,1,3,2,13,8,10,0,0,0,10,0,4,36,5,28,26,8,16,0,20,22,0,8,11,1,1
661,137,7,130,-123,4439.05,3873.08,8312.130000000001,2,0,0,5,0,21,5,8,0,4,0,4,0,12,6,4,1,12,4,11,0,17,10,0,4,0,7,1
662,282,41,241,-200,19294.07,24816.04,44110.11,0,2,0,1,1,5,20,9,2,0,2,0,0,16,30,4,37,9,16,15,0,46,34,0,8,5,20,0
663,413,31,382,-351,13894.400000000001,23609.72,37504.119999999995,0,0,0,6,6,16,7,0,0,4,0,4,0,67,18,10,21,51,23,4,0,121,20,7,15,2,11,0
664,1184,722,462,260,267122.03,282962.96,550084.99,0,0,0,0,0,0,7,28,0,4,0,0,2,1,518,24,485,30,3,0,0,7,30,5,21,0,19,0
665,233,27,206,-179,9290.39,9923.720000000001,19214.11,3,0,0,10,2,12,4,13,0,4,0,6,1,10,18,4,19,3,18,9,0,42,23,1,12,11,8,0
666,596,339,257,82,127757.44999999998,142656.69999999998,270414.15,0,0,0,6,0,1,12,48,0,11,0,0,0,0,51,5,347,1,19,12,0,24,36,0,4,4,15,0
667,195,50,145,-95,28511.859999999997,22802.07,51313.93,1,0,0,3,0,4,18,3,0,0,0,0,5,5,63,0,41,10,6,0,0,13,19,1,0,0,3,1
668,201,15,186,-171,25808.58,23223.32,49031.9,3,0,0,21,2,5,8,9,0,0,0,0,0,11,16,0,10,8,13,1,0,65,8,0,9,0,12,1
669,92,11,81,-70,6866.3099999999995,7395.799999999999,14262.11,0,0,0,0,0,14,0,13,0,0,0,0,0,14,8,5,4,3,3,4,0,10,9,0,5,0,0,0
670,158,27,131,-104,3306.5099999999998,8527.239999999998,11833.75,0,0,0,31,0,8,9,2,0,0,0,0,0,6,25,4,10,15,8,0,0,26,8,0,6,0,0,0
672,339,41,298,-257,14113.05,32900.1,47013.15,1,0,0,7,2,4,10,5,0,4,1,0,4,29,72,3,37,45,10,12,0,56,14,3,6,5,9,0
673,267,62,205,-143,174106.12000000002,32261.610000000004,206367.72999999998,0,0,0,22,2,6,9,3,0,8,0,0,0,0,30,0,59,3,5,25,0,17,43,0,11,3,21,0
674,209,18,191,-173,8657.25,16233.689999999999,24890.94,0,0,0,20,4,17,11,1,0,0,0,0,1,17,17,0,10,33,5,12,0,37,4,0,4,1,15,0
675,213,15,198,-183,5114.91,4367.93,9482.84,0,0,0,5,0,9,16,6,10,4,0,0,0,10,19,0,12,15,14,4,0,71,16,0,0,0,2,0
677,50,9,41,-32,1238641.74,1245000.0,2483641.74,0,0,0,0,0,0,0,1,0,4,0,0,0,0,16,4,9,0,0,0,0,0,16,0,0,0,0,0
678,159,16,143,-127,10162.810000000001,10932.8,21095.61,0,0,0,15,0,9,5,3,0,0,0,0,5,10,30,4,7,34,10,0,0,11,13,0,0,0,3,1
680,130,9,121,-112,4467.08,4204.01,8671.09,0,0,2,33,1,5,2,1,0,0,0,0,0,17,7,4,0,7,7,4,0,25,9,0,4,2,0,1
682,196,28,168,-140,17222.12,17470.690000000002,34692.81,0,0,1,21,0,8,13,5,0,0,0,0,1,10,48,4,16,7,6,0,0,34,4,1,4,4,9,1
683,270,59,211,-152,71116.48000000001,70331.37,141447.85,1,0,0,19,1,14,17,0,0,0,0,4,0,27,22,8,41,20,14,0,0,57,7,0,4,7,7,0
684,87,21,66,-45,10191.570000000002,20243.75,30435.32,0,0,0,0,0,1,1,4,0,0,0,1,0,11,14,0,13,0,10,2,0,10,11,0,4,0,5,0
685,235,35,200,-165,55396.66,51705.96000000001,107102.62000000001,0,0,2,21,1,18,9,5,0,0,0,0,0,0,54,0,33,60,2,1,0,9,10,2,3,1,4,0
686,130,15,115,-100,142002.52000000002,145704.83000000002,287707.35000000003,0,0,0,1,0,14,5,5,0,0,0,1,1,7,37,0,13,5,2,0,0,15,17,0,5,0,2,0
687,5205,3784,1421,2363,1162858.69,1387303.79,2550162.48,0,0,0,346,3,8,6,87,0,4,1,2,6,8,3398,8,726,35,18,9,0,25,270,2,12,3,228,0
688,457,130,327,-197,129733.59,216734.09999999998,346467.69,0,0,0,34,6,0,36,11,3,1,1,0,0,0,169,0,123,0,0,1,0,2,30,2,12,0,26,0
689,1097,316,781,-465,13616659.670000002,14165737.47,27782397.140000004,0,0,0,167,0,4,1,34,0,0,0,0,0,0,476,9,296,0,0,10,0,5,62,1,19,0,13,0
690,141,24,117,-93,18378.540000000005,12359.38,30737.92,1,0,0,10,0,22,13,4,0,0,0,0,0,15,7,4,20,4,3,1,0,17,10,0,4,6,0,0
691,129,13,116,-103,102477.84000000003,102042.35,204520.19000000003,0,0,0,3,0,33,3,2,0,12,0,0,0,22,2,4,7,1,2,12,0,2,16,0,8,0,0,0
692,154,11,143,-132,26760.23,13899.4,40659.62999999999,0,0,0,23,7,10,11,14,0,0,0,0,1,10,15,4,4,2,10,4,0,22,4,3,1,2,7,1
693,195,17,178,-161,7409.41,7275.08,14684.490000000002,0,0,0,25,1,20,10,7,0,0,0,0,0,7,20,9,8,17,9,1,0,33,5,0,12,0,11,0
694,14,6,8,-2,2.38,46.239999999999995,48.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,0,0,0,0,0
695,74,8,66,-58,4355.200000000001,5763.38,10118.58,0,0,0,0,0,1,3,1,0,0,0,0,0,6,25,0,5,1,3,8,0,2,11,0,8,0,0,0
696,232,18,214,-196,9586.2,9644.099999999999,19230.3,0,0,2,1,0,31,13,0,0,0,0,6,0,32,7,4,5,3,10,0,0,84,24,0,4,2,4,0
698,128,15,113,-98,24762.13,26411.650000000005,51173.78,0,0,0,15,0,5,6,1,1,0,0,0,1,19,26,4,6,15,6,2,0,5,11,0,4,1,0,1
699,4620,3787,833,2954,37604538.79,39718636.01,77323174.8,0,2,9,32,2,4,30,37,0,0,1,0,0,9,3629,12,602,26,12,4,0,26,152,0,0,14,17,0
700,58,31,27,4,5453.75,6953.75,12407.5,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,1
701,51,7,44,-37,3146.49,2188.4999999999995,5334.990000000001,1,0,0,1,0,1,3,3,1,1,0,0,0,0,12,0,6,3,3,0,0,9,7,0,0,0,0,1
702,231,51,180,-129,41936.84,41302.399999999994,83239.24,0,2,0,4,1,9,6,5,0,0,0,4,0,20,63,4,41,22,7,0,0,33,2,0,4,0,4,1
703,800,173,627,-454,21493.04,19974.36,41467.399999999994,5,3,0,50,1,42,27,17,8,0,1,0,2,32,129,0,172,64,30,6,0,147,44,3,5,8,4,0
704,190,20,170,-150,87269.54000000001,18074.57,105344.11,0,5,0,4,1,5,18,10,0,0,0,0,0,5,53,6,8,8,12,1,0,33,15,0,3,1,2,1
705,99,16,83,-67,5906.210000000001,71177.55,77083.76000000001,0,0,0,0,0,7,0,0,0,0,0,1,0,29,6,4,6,0,2,0,0,33,3,0,3,5,0,1
706,1821,657,1164,-507,2051078.35,2033998.1400000001,4085076.4899999998,0,0,0,21,1,32,124,594,0,11,0,0,0,43,91,14,610,13,2,113,0,18,102,14,10,3,5,0
707,139,36,103,-67,18493.019999999997,15990.470000000001,34483.49,0,0,0,4,0,6,4,4,0,0,0,2,0,0,45,0,36,0,2,4,0,1,23,0,4,0,4,0
708,469,32,437,-405,35732.12,34770.38,70502.5,0,0,0,85,0,3,26,6,2,4,3,0,0,18,43,17,14,67,32,9,0,79,21,0,4,19,17,0
709,394,41,353,-312,10021.939999999999,9637.45,19659.39,5,0,0,1,0,35,23,25,0,0,0,0,0,35,121,4,19,23,8,6,0,47,27,0,8,0,7,1
710,306,29,277,-248,14152.43,14170.849999999999,28323.28,3,0,0,37,2,4,19,0,0,4,0,0,0,13,65,8,16,13,10,6,0,62,18,3,8,3,12,0
711,233,36,197,-161,11077.86,10387.54,21465.4,0,0,0,0,2,13,11,10,0,4,4,0,0,69,7,24,10,1,10,2,0,43,9,2,3,2,7,0
712,234,27,207,-180,11582.78,10256.57,21839.35,0,0,0,21,0,4,7,8,0,0,1,4,0,4,47,0,27,17,11,6,0,49,22,1,1,3,1,0
713,258,7,251,-244,15190.060000000001,13468.289999999999,28658.35,1,1,0,24,2,14,13,9,0,0,0,0,0,3,28,4,1,71,3,4,0,48,10,0,5,0,17,0
715,676,78,598,-520,562695.8,588963.4899999999,1151659.29,3,0,0,9,6,7,26,29,5,8,0,0,0,11,251,7,71,9,30,40,0,46,84,2,12,6,14,0
716,151,8,143,-135,20349.519999999997,9630.55,29980.07,0,5,0,13,2,0,5,12,0,0,0,0,0,4,21,1,7,0,13,1,0,50,1,0,4,4,8,0
717,103,18,85,-67,10193.54,5236.07,15429.61,1,0,0,16,0,4,5,0,0,0,1,4,0,2,9,7,8,1,8,0,0,9,12,4,11,1,0,0
718,210,11,199,-188,11070.79,334.58000000000004,11405.369999999999,0,0,2,3,3,1,13,4,0,0,1,0,3,7,59,0,9,18,7,0,0,37,22,0,4,7,10,1
719,234,25,209,-184,49444.84,19053.43,68498.26999999999,0,0,0,0,0,11,1,5,0,4,0,0,0,70,96,12,10,1,0,5,0,10,7,0,0,0,2,0
720,468,51,417,-366,69251.99,80804.65000000001,150056.64,0,0,1,30,7,24,31,9,0,4,0,0,0,38,89,0,45,21,14,0,0,96,31,2,9,4,13,0
721,467,70,397,-327,49769.549999999996,48855.03999999999,98624.59,5,0,0,29,0,7,13,2,0,0,0,11,2,28,149,9,43,29,17,0,0,51,36,0,15,8,13,0
722,246,26,220,-194,23143.420000000002,23048.95,46192.37,0,0,0,2,12,17,15,16,0,0,0,4,0,29,39,8,16,8,14,0,0,36,14,0,6,6,4,0
723,236,50,186,-136,27732.03,27477.27,55209.299999999996,0,0,0,6,0,21,4,7,0,0,2,1,0,5,71,2,45,31,5,0,0,13,15,0,4,4,0,1
724,489,118,371,-253,26455.03,26527.760000000002,52982.79000000001,1,14,1,19,12,5,17,10,0,4,1,5,2,23,83,8,74,19,26,18,0,48,69,3,12,1,14,0
725,772,74,698,-624,164648.24000000002,29104.59,193752.83,7,0,2,30,12,25,46,6,1,4,1,5,1,39,113,8,53,157,26,13,0,150,17,1,12,13,30,0
727,108,37,71,-34,3334.8199999999993,3914.59,7249.41,0,0,0,0,0,2,1,4,0,4,0,0,0,1,11,0,33,10,0,0,0,7,17,0,4,1,13,0
728,175,17,158,-141,10049.400000000001,10851.190000000002,20900.59,5,0,1,0,0,3,5,4,0,0,0,0,0,24,22,4,9,2,10,9,0,50,20,1,4,2,0,0
729,528,50,478,-428,68974.67,68217.53,137192.2,0,2,1,23,0,26,55,6,3,0,1,0,2,7,96,8,33,89,31,9,0,76,47,0,4,4,5,0
730,935,66,869,-803,192739.89,198942.38,391682.27,0,0,0,415,2,2,11,61,0,4,0,0,1,35,107,16,49,53,4,9,0,61,87,1,6,2,9,0
731,247,17,230,-213,7016.27,6710.72,13726.990000000002,7,0,0,14,1,15,17,17,0,0,0,0,0,31,31,0,11,27,7,4,0,39,11,0,4,4,7,1
732,189,12,177,-165,36954.590000000004,37053.67,74008.26000000001,0,0,0,17,0,16,9,3,1,0,0,0,1,29,27,4,4,11,17,0,0,17,25,2,3,1,2,0
733,129,2,127,-125,187346.09999999998,367.96,187714.06,0,7,0,2,0,0,13,10,0,3,0,0,0,6,15,0,0,12,4,0,0,10,12,2,3,19,11,0
734,257,14,243,-229,8189.34,13645.010000000004,21834.35,0,0,0,12,18,33,7,2,0,4,1,3,0,31,7,4,6,1,15,12,0,55,22,0,4,12,8,0
735,222,21,201,-180,28256.07,26168.41,54424.48,0,0,0,21,0,3,10,9,0,8,0,2,1,14,24,0,18,9,10,22,0,38,13,0,4,4,12,0
736,204,13,191,-178,27805.59,6796.89,34602.48,0,6,10,15,0,6,8,1,0,0,0,0,0,17,33,3,3,32,23,4,0,26,8,0,0,9,0,0
737,264,47,217,-170,10551.759999999998,11313.830000000002,21865.59,0,2,0,13,1,20,13,0,0,0,0,6,0,40,34,8,29,10,2,8,0,26,27,1,8,12,4,1
738,428,57,371,-314,40318.35,110138.53000000001,150456.88,0,4,0,7,4,3,20,26,2,0,3,0,1,12,110,5,37,28,30,6,0,76,22,3,4,11,14,0
739,1908,1747,161,1586,861409.7899999999,971551.79,1832961.58,0,0,0,0,0,0,0,5,0,0,0,0,0,0,92,9,1742,0,0,0,0,0,60,0,0,0,0,0
740,256,27,229,-202,4853.42,4823.049999999999,9676.470000000001,0,0,0,14,0,18,77,4,1,4,0,0,0,5,35,4,21,12,3,0,0,20,32,0,3,3,0,0
741,21,2,19,-17,1202.6800000000003,2800.0,4002.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,10,0,0,0,7,0
742,633,134,499,-365,88972.9,86015.40000000001,174988.30000000002,2,0,0,6,1,3,17,6,2,3,0,1,0,36,251,0,134,34,12,4,0,46,59,3,4,1,8,0
743,473,41,432,-391,21623.24,20629.88,42253.119999999995,0,0,1,23,3,9,13,29,0,8,1,0,4,17,70,8,28,101,24,22,4,43,49,0,5,4,7,0
744,180,11,169,-158,30141.660000000003,20275.09,50416.75,0,0,0,6,1,6,13,15,0,4,0,0,1,24,37,4,5,7,10,8,0,3,19,2,8,2,5,0
745,39,2,37,-35,104.86,207.06,311.91999999999996,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17,0,2,0,0,0,0,0,19,0,0,0,0,1
747,118,24,94,-70,13092.5,13031.96,26124.459999999995,0,1,1,0,1,5,7,10,0,0,0,2,0,2,23,10,8,7,2,0,0,4,23,0,0,12,0,0
748,134,6,128,-122,5286.93,3737.14,9024.069999999998,0,0,0,0,4,0,1,1,0,0,0,0,0,16,5,0,6,7,15,4,0,23,17,0,19,6,10,0
749,85,15,70,-55,5001.450000000001,4627.43,9628.880000000001,0,0,0,7,0,6,8,1,0,0,0,0,0,10,10,0,9,0,2,0,0,13,5,0,5,1,8,1
750,233,20,213,-193,27808.34,21665.49,49473.83,0,0,0,21,0,11,15,4,0,4,0,0,0,7,71,4,10,18,3,5,0,30,12,0,5,4,9,0
751,374,54,320,-266,1996268.79,1935964.4699999997,3932233.26,0,0,0,17,5,16,9,11,1,8,0,1,0,24,100,6,52,5,3,15,0,19,60,3,14,1,4,1
752,320,31,289,-258,14636.16,14315.870000000003,28952.03,0,0,0,9,1,15,13,22,0,8,0,0,2,40,48,8,11,13,8,14,0,62,24,1,10,0,11,0
753,108,10,98,-88,3413.9100000000003,3783.95,7197.86,0,0,0,1,0,4,7,0,0,0,0,0,1,4,11,4,1,10,5,0,0,54,3,0,0,3,0,1
754,397,22,375,-353,117570.76999999999,138827.59000000003,256398.35999999996,3,0,0,7,5,7,21,20,1,6,0,0,0,36,44,6,12,50,24,14,0,109,14,1,5,7,5,1
755,217,24,193,-169,17985.63,8600.68,26586.310000000005,0,0,0,15,1,16,4,7,0,4,0,0,0,15,68,8,3,3,9,5,0,23,19,0,11,2,4,0
756,363,35,328,-293,8731.89,7531.16,16263.05,0,0,0,51,1,16,31,11,0,0,1,0,0,26,53,0,28,35,6,3,0,53,32,3,11,1,1,0
757,209,27,182,-155,15905.09,15216.96,31122.05,0,2,1,0,3,0,3,5,1,4,0,1,0,11,35,4,23,24,22,13,0,7,16,0,9,13,12,0
758,218,26,192,-166,10344.82,11877.49,22222.31,0,0,0,6,0,8,14,15,0,0,0,0,0,11,35,4,16,11,15,4,12,47,8,0,4,0,8,0
759,712,24,688,-664,100997.95999999999,96163.92000000001,197161.88000000006,0,0,0,60,2,40,19,45,69,8,17,0,0,22,59,0,23,123,32,29,0,88,37,8,8,7,16,0
760,138,10,128,-118,36668.46000000001,36657.18,73325.63999999998,0,0,0,6,0,2,11,7,0,0,0,5,0,13,19,0,8,3,4,4,0,25,16,1,6,0,8,0
761,127,14,113,-99,8581.79,11619.84,20201.629999999997,0,0,0,9,0,7,13,0,4,8,0,0,0,7,25,4,5,10,6,6,0,14,1,0,3,2,3,1
762,201,20,181,-161,8145.54,8374.0,16519.54,0,0,0,14,8,3,13,11,2,4,0,0,0,29,14,10,7,16,8,6,0,18,17,0,12,1,8,0
764,229,25,204,-179,25216.149999999998,25168.91,50385.06,0,0,0,1,2,5,2,6,0,0,0,3,0,14,45,4,19,11,10,5,0,84,14,0,4,0,0,0
765,426,22,404,-382,131773.72999999998,135097.09,266870.81999999995,2,0,62,40,4,13,13,21,0,13,0,0,0,14,36,8,10,22,25,28,0,73,23,0,4,7,8,1
767,5872,1334,4538,-3204,74552002.55,82204211.42999999,156756213.98,0,0,0,22,2,636,4,163,0,0,0,11,0,7,562,16,1253,7,22,4,0,21,392,4,4,8,2734,0
768,236,28,208,-180,8831.720000000001,8464.95,17296.67,0,0,0,0,2,5,2,17,0,0,0,8,0,39,52,4,23,15,9,4,0,26,12,0,3,12,3,0
769,350,52,298,-246,26448.96,27647.02,54095.979999999996,0,0,1,18,0,2,16,0,0,0,5,4,1,14,60,4,43,14,16,1,0,121,16,0,4,3,7,1
770,198,20,178,-158,6289.99,8761.05,15051.04,0,0,0,2,0,7,3,9,1,0,1,0,0,11,20,5,12,8,8,3,0,84,0,4,7,2,11,0
772,129,9,120,-111,3386.9300000000003,3511.3900000000003,6898.32,0,0,0,8,0,16,4,2,0,0,0,0,0,7,4,5,1,6,1,0,0,54,4,0,12,1,4,1
773,216,18,198,-180,5200.490000000001,5065.57,10266.06,0,0,0,69,1,9,7,0,0,0,1,1,0,14,25,4,9,17,22,0,0,26,3,0,1,5,2,1
774,173,81,92,-11,27201.86,26565.54,53767.4,0,0,0,0,0,14,0,11,5,0,0,0,0,11,24,4,69,0,1,0,0,0,6,0,16,0,12,1
775,221,9,212,-203,142202.93000000002,8625.449999999999,150828.38,2,0,0,1,1,14,24,6,0,0,0,0,0,20,84,4,5,7,13,8,0,2,21,1,3,4,1,0
777,393,342,51,291,44417.47,52303.28,96720.75,0,0,0,14,0,0,0,9,0,0,0,1,0,0,25,0,327,0,0,0,0,0,17,0,0,0,0,1
778,2181,722,1459,-737,3334279.9299999997,3336355.54,6670635.47,0,3,0,339,8,3,25,453,1,12,0,6,1,28,383,20,663,4,8,15,0,15,133,1,28,4,28,0
779,525,124,401,-277,18734.23,18552.48,37286.71000000001,0,0,1,21,0,8,14,30,5,4,0,0,0,49,145,8,105,13,22,11,0,44,19,0,8,10,8,0
780,137,16,121,-105,14528.610000000002,13618.590000000002,28147.2,0,1,6,9,1,0,7,8,0,0,1,3,0,11,21,2,3,9,15,0,0,31,3,0,0,6,0,1
781,183,29,154,-125,10174.16,9936.63,20110.79,2,0,2,2,2,9,7,6,0,0,0,0,0,17,39,8,12,13,32,1,0,2,11,0,10,1,7,1
782,385,27,358,-331,31953.66,6504.51,38458.170000000006,0,0,5,21,0,69,10,32,0,0,0,0,2,10,69,7,19,51,5,4,0,41,28,3,6,0,3,0
783,339,33,306,-273,26578.68,24192.33,50771.01,8,8,0,12,4,12,10,30,1,4,0,4,0,61,23,0,17,17,7,18,0,55,20,0,8,17,3,0
